title,year,metascore,mpaa_rating,runtime_min,genre,director,stars
Quebra-Cabeça,2016,,,20.0,"Short, Drama",Ollivier Briand,"Dora Da Cruz, Pedro Nùñez, Inês Cabaço"
"No Fries, Please (Patates Olmasin)",2016,,,12.0,"Short, Comedy",Melisa Üneri,"Cem Avnayim, Inan Hira"
The Trees Will Remember,2016,,,19.0,"Short, Drama, History",Ash Sumpter,"Martin Púcek, Mária Kalmárová, Simon Simanský, Jozef Pastorek"
This Beautiful Fantastic,2016,51.0,PG,100.0,"Comedy, Drama, Romance",Simon Aboud,"Mia Farkasovska, Jessica Brown Findlay, Anna Chancellor, Jeremy Irvine"
"I Love You, Not",2016,,,,Short,Antoine Therrien Chevalier,
Darlings,2016,,,15.0,"Short, Horror",Elisa Graybill,"Darcy Miller, Jacob Lee Smith, Sydney Mason, Sofia Fournier"
Remembering Diana: An Open Letter to Abbas Kiarostami,2016,,,20.0,"Short, Musical",Hasainar Chengat,"Pandit Ji, Jijoy, Subramanian K.V., Pier Paolo Pasolini"
Private Cemetery,2016,,,110.0,Drama,Talip Karamahmutoglu,
Female Zombie Riot,2016,,TV-MA,95.0,"Comedy, Horror",Chris Greenwood,"Warren Speed, Pete Bennett, Kathy Paul, Caroline Elyssia"
Date Nite,2016,,,,Short,,Alexandra Nikolchev
The Horror Within,2016,,,8.0,"Short, Horror",Anthony Stephens,"Lex Wilson, Christina Leidel, Hailey Neblett, Alphonso Smith"
Djorge: Da Bonja pro Mundo,2016,,,14.0,Short,Leco Petersen,
Document: A Film About Malojian,2016,,,74.0,"Documentary, Music",Colm Laverty,"Stephen Scullion, Steve Albini, Joe McGurgan, Michael Mormecha"
The Devil's Magnificent,2016,,,69.0,"Drama, Romance",Nicolas Videla,"Manu Guevara, Manuela Guevara, Daniel Larrieu, Vicktor Philip"
Radio Kaos,2016,,,8.0,"Short, Comedy",Linda Fratini,"Iulian Cadar, Michelle Carpente, Giacomo Casali, Federica Flavoni"
Jyväskylän meininki: a Punk Documentary,2016,,,59.0,Documentary,Mikko Järvinen,"Tiina Ahtonen, Juho Angervuori, Ville Angervuori, Jani Asp"
The Invisible Worm,2016,,,82.0,"Drama, Romance",Guillermo Barreira Pérez,"Ale Valentina, Christopher Dylan White, Estefania Barreira, Katya Martín"
The Lost City of Z,2016,78.0,PG-13,141.0,"Biography, Drama, History",James Gray,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland"
Maria's Sexy Nude Body,2016,,,,Short,Craig Caddell,Craig Caddell
The Witch of Cebu,2016,,,2.0,Short,Jerry Williams,"Tucky Williams, Steve Guynn, Mark Holmberg"
The Godwins,2016,,,5.0,"Short, Drama, Horror",Jasmin Johns,"Barry Beadle, Jimmi Cook, Kori Smith"
Trans/Figure/Ground,2016,,,5.0,Short,Lauren Cook,
Rock and a Hard Place,2016,,,28.0,"Short, Comedy",Félix Burgan,"Will Hochman, Isabella Conrad, Michael Levinson, Rachel Pirard"
The River Thief,2016,,Not Rated,87.0,"Action, Adventure, Crime",N.D. Wilson,"Joel Courtney, Paul Johansson, Bas Rutten, Raleigh Cain"
1 Night,2016,,TV-14,80.0,"Drama, Romance",Minhal Baig,"Anna Camp, Justin Chatwin, Isabelle Fuhrman, Kyle Allen"
Billy Lynn's Long Halftime Walk,2016,53.0,R,113.0,"Action, Drama, Sport",Ang Lee,"Joe Alwyn, Garrett Hedlund, Arturo Castro, Mason Lee"
José,2016,,,9.0,"Short, Drama",John Dyer,"Diego Bieberach, Karina Carielo, Marco Antonio Martinez"
Ardency,2016,,,8.0,"Short, Drama",Que Ross,"Link Aldridge, Kevin Savage, Beliria Sims, Chris Watson"
Northern Lights,2016,,,54.0,"Drama, Romance",Nicholas Connor,"Gemma Paige North, Rhys Cadman, Katherine Quinn, Carole Griffiths"
Max Steel,2016,22.0,PG-13,92.0,"Action, Adventure, Fantasy",Stewart Hendler,"Ben Winchell, Josh Brener, Maria Bello, Andy Garcia"
Big Booom,2016,,,4.0,"Animation, Short",Marat Narimanov,
The Spiel,2016,,,,"Short, Comedy",Leon Behar,"Leon Behar, Daniel Stuardo, Diego Robles"
The Ballad of Fred Hersch,2016,,,74.0,Documentary,Charlotte Lagarde,
Eternidade,2016,,,13.0,"Short, Horror",Flávio Carnielli,"Filastor Brega, Amanda Costa, Andrea Sesso"
Are You with Me,2016,,,11.0,Short,Jonathan Heffelfinger,
Mia,2016,,,24.0,"Short, Drama",Maria Martinez Bayona,"Mia Antoniazzi, Lily Dawson, Elisa Lasowski, Rae Marti"
Slender,2016,,,,"Short, Horror",Steven Laudisi,"Bri Kelly, Alex Mainolfi, Phil Ippolito, Yasmin Schancer"
The 11th Commandment,2016,,,20.0,"Short, Drama",Bryan Lee McGlothin,"Bryan Lee McGlothin, Ethan Schatz, Alisha Reed, Katrina Carlson"
Tonight She Comes,2016,,Unrated,84.0,"Comedy, Horror",Matt Stuertz,"Nathan Eswine, Larissa White, Jenna McDonald, Brock Russell"
Mindhorn,2016,70.0,TV-MA,89.0,Comedy,Sean Foley,"Julian Barratt, Simon Farnaby, Essie Davis, Steve Coogan"
Dead Bullet,2016,,TV-MA,90.0,"Crime, Drama, Thriller",Erik Reese,"John T. Woods, Andrea Sixtos, Jose Rosete, Ray Trickitt"
Pierre Andre Simmons,2016,,,,"Documentary, Short",Jenny Groza,
Varanasi,2016,,,,Short,Basile Pierrat,
Torchbearer,2016,,Unrated,94.0,Documentary,Steve Bannon,Phil Robertson
Lost Soul,2016,,,,"Short, Thriller",Sarah Hatherley,"Violetta Capanni, Amelia Bishop, Tim Bell, David Shire"
Just Your Average Halloween Party,2016,,,,Horror,Al Rios-Hannon,"Scarlett Alexis, Loki Blaque, Amanda Born, Davion T. Brown"
The Matchbreaker,2016,,PG,94.0,"Comedy, Romance",Caleb Vetter,"Wesley Elder, Christina Grimmie, Osric Chau, Olan Rogers"
The Red Pill,2016,,TV-14,108.0,Documentary,Cassie Jaye,"Cassie Jaye, Paul Elam, Attila Vinczer, Dean Esmay"
Disregard the Vampire,2016,,,,Horror,Mike Messier,"Jose Guns Alves, Geena Matuson, Anna Rizzo, Scorpio"
Raagam,2016,,,25.0,"Short, Drama",Sree Chaitu,"Sai Kiran Ram, Sameer, Sana Shanoor, Sunitha"
Laugh,2016,,,3.0,Short,Marc Fersko,"Cianan Allen Meyer, Epi Garcia Bajema, Noel Cifuentes, Matthew Cleary Jr."
Letters From Baghdad,2016,71.0,TV-PG,95.0,Documentary,Sabine Krayenbühl,"Tilda Swinton, Michael Higgs, Eric Loscheider, Rachael Stirling"
eleMental,2016,,,7.0,"Short, Adventure",Nolan Anderson,Nolan Anderson
Medellin: A Journey Inside,2016,,TV-MA,77.0,Documentary,Willie Grady,"Willie Grady, John Jenkins"
Golden Genes,2016,,,90.0,"Documentary, Biography, History",Ursula Hansbauer,
Wekufe,2016,,,80.0,"Horror, Mystery, Thriller",Javier Attridge,"Matias Aldea, Paula Figueroa"
Sludge Eater,2016,,,4.0,Short,Michael Bartolomeo,"Erin Healani Chung, Tonieh Ellis, Razor Rocco Rizzotti"
Not without us - Nicht ohne uns,2016,,,87.0,Documentary,Sigrid Klausmann,
Manaha,2016,,,21.0,"Short, Horror",Greg Vogt,"Jiane Amoroso, Vincent Bombara, Jeremy Hadden, Austin Paris"
Serf's Up,2016,,,,"Short, Adventure",Will Kempner,"Simon Johnston, Matt Kempner, Dan Lynch"
86 Fahrenheit,2016,,,,,Alberto Hernández Domínguez,"Iñigo Antsorregi, Iñigo Azpitarte, Asier Hernández"
The Butcher,2016,,,12.0,Short,Caspar Muller,"Vygo de Klein, Yaron Mesika, Janneke Vermeulen"
The Intestine,2016,,,71.0,Drama,Lev Lewis,"Melanie J. Scheiner, Claudia Dey, Jennifer Hardy CK, Deragh Campbell"
Cancer 71,2016,,,23.0,"Short, Drama",Abhishek Talukder,Pritha Bandopadhyay
Cadence,2016,,,88.0,Thriller,Alexander Lasheras,"Kaitlyn Bernard, Amanda Burke, Max Chadburn, Tony Giroux"
Mirror of the Clean India,2016,,,4.0,"Short, Drama",Amir Hashmi,Amir Hashmi
Back Page Ripper,2016,,,,"Short, Mystery",Stephen Rutterford,
Sexy Sex Symbol,2016,,,,Fantasy,Craig Caddell,Craig Caddell
Bergmandlc,2016,,,57.0,"Drama, Fantasy, Mystery",Tilen Banko,"Ahmet Begic, Thomas Bretis, Zdravko Cas, Pasa Dzambic"
Sexy French Kiss,2016,,,,Romance,Craig Caddell,Craig Caddell
Vacillation: Pregnancy,2016,,,6.0,Short,Rachel Whorton,"Amy Drew, James Pullum"
Miss Shiny,2016,,,10.0,"Short, Sci-Fi",Jonathan Cook,"Tom Colechin, Sophie Inara Cook, Tristan Cook, Natalie Greenwald Pirkle"
Hand Delivered,2016,,,11.0,"Short, Drama, Family",Myron Davis,"Alvin J. Frazier II, Doug Menefee, Mariama Whyte, Micaiah Sibindlana"
The Colonel,2016,,,21.0,"Short, Drama, Sport",Tim Williams,"Kevin Durand, Brennen Barker, Jaden Bradley, Asher Chamoy"
Trying to Fuck: A Modern Day Romance,2016,,,18.0,"Short, Comedy, Music",Ashton Avila,"Demetris Hartman, Michael Faulkner, Poonam Basu, Alina Bock"
Baggage,2016,,,20.0,"Short, Comedy, Drama",Johnny Healy,"Steve Belflower, Jennifer Caldwell, Rhett Frazier, Rey Goyos"
Black Petunia,2016,,,85.0,"Drama, Mystery, Sci-Fi",Spencer King,"Corey Lee-Martin, Breonna Phillips, Erica Shantel Carter, Brian Newman"
Somewhere Between Heaven and Hell,2016,,,15.0,"Short, Drama",Andrew Librizzi,"Tommy G. Kendrick, Keith Rushing, Grover Coulson, Heather Bloom"
You Can't Hear Me,2016,,,8.0,"Short, Thriller",Case Barden,"Sarah Sawyer, Arthur Allen, Kerry Barker, Angela Gulner"
The Crooked Mind,2016,,,120.0,"Action, Crime, Mystery",Moisaque Blanc,"Pete Accetturo, Bianca Alcantara, Moisaque Blanc, Brandon Curtis"
Rouge Fougère,2016,,,25.0,"Short, Horror, Musical",Machine-Sauvage,"Mortimer Joly, Tristan Mercier, Akim Mokrani, Thomas Pukrop"
La rugiada di San Giovanni,2016,,,75.0,"Drama, History",Christian Spaggiari,"Valerio Angelucci, Nicole Ferrari, Auro Franzoni, Giovanni Funiati"
See You in My Art,2016,,,,Short,Meline Höijer Schou,Meline Höijer Schou
Prophecy of Trump,2016,,,62.0,"Documentary, History",Trey Smith,"Kim Clement, Hillary Clinton, John Paul Dumas II, Barack Obama"
Someway Somehow,2016,,,72.0,Crime,Navi Bala,"Cameron Webb, Marcelo S. Reyes, Allen Depa, Jovan Arsic"
Targeted: Exposing the Gun Control Agenda,2016,,Not Rated,67.0,Documentary,Jesse Winton,
Doc-U-Mentally,2016,,,83.0,Documentary,Francois Wahl,
Stella 50.4N1.5E,2016,,,,Short,Elsa Brès,Demina Regina
Instapocalypse,2016,,,,"Short, Comedy",Martin Sofiedal,"Patrick Finzi, Asbjørn Røen Halsten, Cecilie Svendsen"
Once Upon a Time a Kid,2016,,,24.0,"Short, Drama",Francesco Eramo,"Maksymilian Gwiazda, Dymitr Holówko, Sebastian Jasnoch, Natalia Klepacka"
The Runner,2016,,,6.0,Short,Zahos Samoladas,
The Joyous Farmer,2016,,,15.0,"Short, Drama",Hiran Balasuriya,"Arun Welandawe-Prematilleke, Thushara Hettihamu"
Nassara,2016,,,15.0,"Short, Comedy",Charlotte Cayeux,"François Fillastre, Boureima Ouedraogo"
True Love Under Sheets of Rain,2016,,,,"Animation, Short",Sahar El-Ghali,
South of 8,2016,,Not Rated,91.0,"Action, Crime, Drama",Tony Olmos,"Brian Patrick Butler, George Jac, Jennifer Paredes, Shane P. Allen"
Frank Palangi: Break These Chains,2016,,,,"Short, Music",Cameron Gallagher,"Ken Holmes, Frank Palangi, Teresa Tuttle"
Before the Fall,2016,,Unrated,92.0,"Comedy, Drama, Romance",Byrum Geisler,"Ethan Sharrett, Chase Conner, Brandi Price, Jason Mac"
My Heart Is an Octopus or My Father on the Shore of the Black Sea,2016,,,112.0,"Animation, Biography, Crime",Neno Belchev,"Petar Atanasov, Ivan Barakov, Belcho Belchev, Neno Belchev"
Blues Before Sunrise,2016,,,50.0,Documentary,Cyrus T. Hayley,"Bill Abel, Super Chikan, Deak Harp, Vince Johnson"
Johann Karlo's Gun Driver,2016,,,52.0,"Action, Adventure, Fantasy",Johann Karlo,"Curtis Wayne Johnson II, Megan Hanks, Andres Perez, Alex Anaya"
Hunting for Shadows,2016,,,75.0,"Adventure, Horror, Thriller",Davo Hardy,"Sage Amethyst Matchett, Sage Godrei, Paul Mercurio, Will Luckman"
Apartment 407,2016,,Not Rated,102.0,"Drama, Thriller",Rudolf Buitendach,"Gabriel Olds, Frida Farrell, Matthew Marsden, Lew Temple"
Be with Me,2016,,,13.0,"Short, Drama",Chenlin Qian,"Jessica Blowers, Lucas Zaffari"
Taxi 24/7,2016,,,,Short,Nagaraj Bhat,"Gaana Bhat, Judy Cerda, Viswanath Dhonti, Sameer Khandekar"
In Case of Emergency,2016,,,,"Short, Drama",Pamela de la Pena,"Josephine Darkwah, Jenny Hutton, Arthur Moore"
End of a Gun,2016,,R,87.0,"Action, Crime, Thriller",Keoni Waxman,"Steven Seagal, Florin Piersic Jr., Jade Ewen, Jacob Grodnik"
Cinema Self,2016,,,2.0,Short,Shahriar Hanife,"Fateme Azimi, Foad Foroutan"
Als het zo is,2016,,,,"Short, Drama",Steef de Bot,"Steef de Bot, Kay Greidanus"
Bodies in Ruins,2016,,,,Short,Page de la Harpe,"Gonzalo Martin, Celeste Boni, Jonas Olsen, Brooklyn Sarver"
Triple Feature,2016,,,72.0,"Comedy, Crime, Drama",Jørgen Pedersen,"Maggie Wininger, Jeffrey M. Wright, Gabriel Beckerle, Sophia Brown"
El Chupacabra,2016,,,12.0,"Short, Comedy, Horror",Daniel Bribiesca,"Sonia Alexa, Nicolas Jung, Diego Medellin, Joseph Servodio"
Samurai Rauni,2016,,,80.0,"Action, Adventure, Comedy",Mika Rättö,"Mika Rättö, Minna Norrgård, Reetta Turtiainen, Harri Sippola"
Autumn Lights,2016,37.0,Not Rated,98.0,"Drama, Mystery",Angad Aulakh,"Guy Kent, Marta Gastini, Sveinn Ólafur Gunnarsson, Thora Bjorg Helga"
Strings: Dhaaga,2016,,,20.0,"Short, Drama",Raj Gupta,"Dr. Bhagyshree Chitnis, Gaggn Gajaralwwar, Gaggn Gajarlwwar, Sahil Kene"
Spy My Friends,2016,,,5.0,"Short, Comedy",Tom Hartley,"Catherine Mersereau, Nicholas Berson, Mark Labella, Andy Kenareki"
Fin de Semana,2016,,,77.0,Drama,Moroco Colman,"María Ucedo, Sofia Lanaro, Lisandro Rodríguez, Eva Bianco"
My Own Son,2016,,,7.0,"Short, Drama",Haris Karaoulanis,"Varveraki Alexandra, Kiriakos Christos, Eleana Grigoriou"
Inside,2016,,,,Thriller,Lili Bai,Yulai Lü
Just Watch Me,2016,,,,"Short, News",Jules Falardeau,"Sylvio Arriola, Franie Eléonore Bernier, Paméla Bisson, Yrvelt Charles"
Avant,2016,,,11.0,"Short, Drama",Sofia Lövgren Hansson,"Lotta Karlsson, Erik Lundholm, Nadja Smulter, Jim Wahlström"
Sexy Kiss part 4,2016,,,,"Short, Romance",Craig Caddell,Craig Caddell
Beast or Raven,2016,,,12.0,Short,Andreas Anastasis,"Amanda Jones, Yul Vazquez"
Riverhead,2016,,,89.0,"Crime, Drama",Justin Oakey,"Lawrence Barry, Stephen Oates, Stephen Lush, Andrew Kay"
The Vessel,2016,67.0,PG-13,86.0,Drama,Julio Quintana,"Lucas Quintana, Martin Sheen, Jacqueline Duprey, Aris Mejias"
Cardboard Boxer,2016,41.0,Not Rated,88.0,Drama,Knate Lee,"Thomas Haden Church, Terrence Howard, Boyd Holbrook, Rhys Wakefield"
Sexy Breasts,2016,,,,Short,Craig Caddell,Craig Caddell
Holmes University 4: Origins of the Fall,2016,,,46.0,"Crime, Drama",Scott Achord,"Jessica Behner, Taylor Birkeland, Samantha Guthrie, Patrick LaMourea"
"Bonjour, Minou!",2016,,,9.0,Short,Christopher Behnisch,"Veronica Hurnick, Beatriz Yuste"
Spin Out,2016,,R,92.0,"Comedy, Drama, Romance",Tim Ferguson,"Xavier Samuel, Morgan Griffin, Lincoln Lewis, Eddie Baroo"
Night Train to Kazan,2016,,,23.0,"Documentary, Short",Max Robinson,Rustem Hayroudinoff
No Free Walls,2016,,,32.0,"Documentary, Short",Rafael Moses,
Metaphor of a Life,2016,,PG,106.0,"Documentary, Biography",Carlos Vidal,"Vadym Abramenko, Anibal Aguilar, Nico Albamonte, Marcelo Avigliano"
La Vía Láctea,2016,,,8.0,"Short, Family, Fantasy",Andrés Guevara,"Anderson Balsero, Nelson Camayo, Julio Sánchez Coccaro, Nicolás Manrique"
Simon,2016,,,85.0,Thriller,Warren Badenski,"Katie Alexander Thom, Chris Bell, Hetty Brown, Stuart Budd"
That Strange Summer,2016,,,,Documentary,Geri Alumit Zeldes,
Rudolph Valentino: Biography,2016,,,15.0,Short,Craig Caddell,Craig Caddell
Trust Your Photographer,2016,,,87.0,Horror,Bill Zebub,"Bill Zebub, Terra Incognita, Scarlett Storm, Lydia Lael"
Capra,2016,,,,"Short, Horror",Robert Paddington,"Laura Faye, Mike Metcalfe, Paige Louise Steele"
Come Together,2016,,,95.0,Documentary,Joe Klymkiw,"Lani Imre, Ken Lum, Pez, Peter Ricq"
Weight of the Pen,2016,,,,"Short, Drama",Pat Bradley,"Alexander Cherman, Ed Glynn"
My Dear Friend Abby,2016,,,16.0,"Short, Drama",Marcos Vidal,"Autumn Ivy, Bo Phillips"
"To Fall in Love with Anyone, Play This Game",2016,,,6.0,"Short, Comedy, Romance",Margaret Katch,"Roni Geva, Margaret Katch"
Conscript,2016,,,13.0,"Short, Drama, Family",Oliver Brown,"Jimena Larraguivel, Richard Glaves, Jodyanne Richardson, Andrew Cazanave Pin"
Queen of Earth,2016,,,6.0,"Short, Drama",Chelbert Dai,Charlene Dai
Quiero un Equipo,2016,,,,Drama,Fernando De felix,"Gema Agüero, Andrea Bezanilla, Fernando De felix, Irma De félix villena"
The LIMIT V S1 E6 the Flying Saucer,2016,,,,Short,Author Michael Charles Millis,
Moriah,2016,,,8.0,"Short, Action",Andrew Jacob Brown,"Moriah Brown, Angie Brown, Christopher Shane Lowry, Diana Bjork"
Mardi Gras: Spring Break,2016,,,3.0,"Short, Comedy, Music",Gustavo Goulart,Gustavo Goulart
Our War,2016,,,68.0,Documentary,Benedetta Argentieri,
"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",2016,63.0,Not Rated,91.0,Documentary,Fred Peabody,"I.F. Stone, Chris Hedges, Leslie Moonves, Jeff Cohen"
Before the Flood,2016,63.0,PG,96.0,Documentary,Fisher Stevens,"Leonardo DiCaprio, Ki-moon Ban, Alejandro G. Iñárritu, Mike Brune"
Vienna in Love: Tokyo,2016,,,,"Short, Sci-Fi",Zoran Trajkovic,"Leona Clarke, Maya Chesca Miles, Jerry Okoye"
Star Wars: The Heroic Outlaw,2016,,,2.0,"Short, Action",Anthony Bradford,"Anthony Bradford, Sokrates Frantzis"
Café Leviathan,2016,,,19.0,"Short, Action, Drama",Ronald F. Apuzzo III,"Ronald F. Apuzzo III, Alec Bandzes, Elena Bochicchio, Geri Byrd"
Catfight,2016,66.0,Not Rated,95.0,"Comedy, Drama",Onur Tukel,"Sandra Oh, Anne Heche, Alicia Silverstone, Amy Hill"
Colossal,2016,70.0,R,109.0,"Comedy, Drama, Fantasy",Nacho Vigalondo,"Anne Hathaway, Jason Sudeikis, Austin Stowell, Tim Blake Nelson"
Change for Chimps,2016,,,7.0,"Short, Drama, Family",Lisa Mann,"Jane Goodall, Azalyne Klukowski, Kendra Nott"
Leonardo Dicaprio Visits the Palace of Versailles,2016,,,,"Short, History",Craig Caddell,"Craig Caddell, Leonardo DiCaprio"
Schirkoa,2016,,,14.0,"Animation, Short",Ishan Shukla,Kira Buckland
One Night Stand,2016,,,12.0,"Short, Drama",Wojciech Zielinski,"Matthew Sauvé, Trish Rainone, Andre Guantanamo, Greg Zylka"
The Phantom Hour,2016,,Not Rated,8.0,"Short, Comedy, Horror",Brian Patrick Butler,"Luke Anthony Pensabene, Raye Richards, Connor Sullivan, Morgan Reynolds-Evans"
Free Fire,2016,63.0,R,91.0,"Action, Comedy, Crime",Ben Wheatley,"Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy"
A Sunday Too Far,2016,,,26.0,"Documentary, Short, Comedy",Dimitrios Pouliotis,"Matthew Saville, Wayne Anthoney, Nick Batzias, Julia Blake"
Anamnesis,2016,,,13.0,"Short, Action, Drama",Sebastien Tobler,"Illeana Douglas, Rane Jameson, Drew Moore, Fernanda Romero"
End of Fall,2016,,,85.0,"Crime, Drama, Thriller",Joselito Seldera,"Blaise Miller, Kyle Sing, Claire Gordon-Harper, Paul Dillon"
Sexy Strip,2016,,,,"Short, Fantasy",Craig Caddell,Craig Caddell
Lola's Last Letter,2016,,Not Rated,82.0,Drama,Valerie Brandy,"Valerie Brandy, Travis Quentin Young, Annamarie Kenoyer, Peter Banifaz"
Freedom,2016,,,19.0,"Short, Drama, Mystery",Ronnie Henry,"Melanie Barcelo, Zimzon Zion Lelo, Christos Liberos, Anusha Nava"
Scarred,2016,,Not Rated,86.0,Horror,Eddie Lengyel,"Ari Lehman, Don Kilrain, Lisa Neeld, Mark Cray"
Mi Sangre: Road to Destruction,2016,,,36.0,"Short, Drama, Thriller",Viktoria I.V. King,"Elena Grosso, Jay Phoenix, Brie Brewer, Nicole Alibayof"
In Dubious Battle,2016,43.0,R,110.0,"Crime, Drama, History",James Franco,"Nat Wolff, James Franco, Vincent D'Onofrio, Selena Gomez"
Norman,2016,75.0,R,118.0,"Drama, Thriller",Joseph Cedar,"Richard Gere, Lior Ashkenazi, Michael Sheen, Steve Buscemi"
Brimstone,2016,45.0,R,148.0,"Drama, Mystery, Thriller",Martin Koolhoven,"Guy Pearce, Dakota Fanning, Emilia Jones, Carice van Houten"
Nocturnal Animals,2016,67.0,R,116.0,"Drama, Thriller",Tom Ford,"Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson"
The Red Iron Door,2016,,,95.0,"Comedy, Drama",Maurizio Mistretta,"Maurizio Mistretta, Ulf Pilblad, Patchanee Poonthong, Urasa Burapacheep"
Foreverstate,2016,,,9.0,"Short, Comedy",Kelley Zincone,"Alex Niforatos, Kelley Zincone, Sarah Balakrishnan, Matt Radcliffe"
Home Front,2016,,,8.0,"Short, Drama, Family",Ruben Broekhuis,"Ilyas Incesulu, Marije Coralie Loermans, Loes Schnepper, Martin van Waardenberg"
Six LA Love Stories,2016,,Not Rated,80.0,"Comedy, Drama, Romance",Michael Dunaway,"Beth Grant, Matthew Lillard, Carrie Preston, Stephen Tobolowsky"
The King,2016,,,12.0,"Short, Drama",Fred Casella,"Giles Abbott, Youssef Berouain, Moya Brady, Jasmine Jobson"
Midnight Sonder,2016,,,77.0,"Drama, Mystery, Thriller",Mayuren Naidoo,"Evan Jones, Sheldon Philbert, Marcia Tucker, Elina Alminas"
Before the Trees Was Strange,2016,,,86.0,"Documentary, Family",Derek Burrows,Derek Burrows
Morgan,2016,48.0,R,92.0,"Action, Horror, Sci-Fi",Luke Scott,"Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare"
Stages,2016,,,14.0,"Short, Romance",Jacob Langsner,"Jacob Langsner, Ben Yao, Kayleigh Adams"
The Importance of Giving,2016,,,2.0,"Short, Drama",C.S. Prakhyat,"C.S. Prakhyat, Rudra, Shyam"
Living Instead,2016,,,70.0,"Comedy, Drama",Beverly Vergel,"Joey Abrenilla, Emily Bolanos, Michelle Chermaine, Levi De Guzman"
Dreamkeeper,2016,,,10.0,"Short, Drama, Family",Whitney Stephenson,"Michael David Baldwin, Addison Slater"
Dr. Hope,2016,,,18.0,"Short, Drama",Sebastian C. Butler II,"Matt Hudson, Bryanne Noyes, Bobbie Greene, Lynne Smelser"
Beneath Still Water,2016,,,96.0,Thriller,Philip Kempson,"Sohail Al-Mahri, Chris Banks, Simon Bland, Michelle Chambers"
Ties That Bind,2016,,,,Short,Shawnna Wardlaw,"Shawnna Wardlaw, Lindsey Kelly, Suzanna Chmielarz, Emilie Kuznicki"
Naptown Vice,2016,,,30.0,"Short, Action",Radomir Jordanovic,"W. Jared Ades, Mike Axler, Mike Gibson, Corey Hodges"
Maximum Ride,2016,,PG-13,88.0,"Action, Adventure, Comedy",Jay Martin,"Allie Marie Evans, Patrick Johnson, Lyliana Wray, Luke Gregory Crosby"
How'd I Get in This Field?,2016,,,13.0,"Short, Comedy",Rob Morton,"Drew Brooks, Katie Cunningham, Kevin Dewitt, Cariba Heine"
The Endless River,2016,,,3.0,"Short, Drama",Mohammad Mohammadian,Reza Jamshidi
Insanity,2016,,,2.0,"Short, Thriller",Vrishub Merai,Peter Hodgins
C*ckwater,2016,,,,"Short, Thriller",Mike Marrero,Elena Devers
She's Lucid,2016,,,,"Short, Drama",Caroline Neves,"Jéssica Felipe, Willian Leodoro, Caroline Neves, Vinícius Neves"
Back to Abstraction,2016,,,10.0,Short,Matthew Quezada,Stacy Dacheux
Atrás De Você,2016,,,3.0,"Short, Crime, Drama",Gustavo Goulart,Gustavo Goulart
I Hate My Brother,2016,,PG-13,15.0,"Short, Comedy, Drama",Chris Kennedy,"Joe Roman, Chris Kennedy, Tony Carrasco, Hannah Van"
