title,year,metascore,mpaa_rating,runtime_min,genre,director,stars
Nozyczki,2012,,,5.0,"Short, Horror, Crime",Mariusz Wirski,"Mariusz Hybiak, Wanda Dittrich"
Cartoon College,2012,,Not Rated,75.0,Documentary,Josh Melrod,"Steve Bissette, Charles Burns, Casey Bohn, Lynda Barry"
Tigisti,2012,,Not Rated,118.0,"Drama, Mystery, Thriller",Daniel Tesfamariam,"Filmon Berhane, Mereb Estifanos, Saron Bereket, Amlesom Abraha"
Brujas: The Witches of Sacramento River,2012,,Not Rated,70.0,"Fantasy, Adventure, Mystery",Edgar Alejandro Hilbert,"Tatiana Bedoya, Nora Peña, Virgle Lee DeBord, Marichal Brown Jr."
Cinema Six,2012,,Not Rated,80.0,Comedy,Mark Potts,"John Merriman, Byron Brown, Mark Potts, Brand Rackley"
I Think I Just Saw the Devil,2012,,,83.0,"Drama, Crime, Thriller",Thor Moreno,"Bill Blank, Jay Villwock, Andre Davis, Rebekah DeWild"
Not That Funny,2012,,PG,99.0,"Drama, Comedy",Lauralee Farrer,"Timothy V. Murphy, Tony Hale, K Callan, Brigid Brannagh"
"Stephen Kings, I Am the Doorway",2012,,,,"Short, Horror, Sci, Fi",Richard Funston,"Clint Keepin, Cade Carradine, Richard Funston"
Pharmakon,2012,,,134.0,"Drama, Thriller",Joni Shanaj,"Vasil Goda, Niko Kanxheri, Olta Gixhari, Klevis Bega"
The Curse of the Cages,2012,,,89.0,Drama,Paula Fabiana,"Elias Andreato, Adrian Steinway, Cynthia Falabella, Leopoldo Pacheco"
Dragon Eyes,2012,,R,91.0,"Action, Drama, Crime",John Hyams,"Johnny Holmes, Jean-Claude Van Damme, Peter Weller, Cung Le"
Love Ain't Magick,2012,,,16.0,"Short, Comedy",Carly J. Smith,"Kelsey Kunz, Johnny Francis Wolf, Elie Choufany, Derek Maki"
Ego,2012,,,7.0,"Short, Mystery",Romain Ducassé,"Robin Chutaux, Rémi Waser, Romain Ducassé"
Exposed,2012,,,82.0,"Drama, Mystery, Thriller",Burke Heffner,"Gregory Wooddell, Josh Heine, Shashi Balooja, Michelle Glick"
Angus Buchan's Ordinary People,2012,,PG-13,115.0,Drama,F.C. Hamman,"Jaco Muller, Angus Buchan, Anton Dekker, Lucky Koza"
She Wants Me,2012,,Not Rated,85.0,Comedy,Rob Margolies,"Aaron Yoo, Brian Kubach, Brennan Murray, Alex Solowitz"
Layers of Honesty,2012,,,14.0,"Short, Drama",Abood Ashqar,"Tom Olson, Rachel Gibson, Joseph Kelly"
Canvassing,2012,,,4.0,"Short, Comedy",Dean Flagg,"Rory Partin, Alexa James, Christine Hassay, Dean Flagg"
Hit 'n Strum,2012,,TV-G,91.0,"Drama, Music",Kirk Caouette,"Angelo Renai, Kirk Caouette, Michelle Harrison, Paul McGillion"
The Day Hollywood Died,2012,,,99.0,"Action, Drama, Crime",Ronnie S. Riskalla,"Drew Pearson, Nenif David, Amy McWatters, Tommy Bradson"
Hawaii: A Voice for Sovereignty,2012,,TV-G,84.0,"Family, Documentary, Adventure",Catherine Bauknight,"""Charles Kaupu"", Gregg Braden, ""Henry Kapono Kaaihue"", Kalani English"
Era,2012,,,,"Short, Sci, Fi",David Espinoza,"Lillianna, Carlos Sanchez, Eliezer Ortiz"
The Courier,2012,,R,95.0,"Action, Drama, Crime",Hany Abu-Assad,"Jeffrey Dean Morgan, Josie Ho, Miguel Ferrer, Til Schweiger"
The Arriviste,2012,,Not Rated,93.0,Crime,Pascal Santschi,"Mark James Fernandes, Raymond Turturro, Eamon Speer, Gary Devirgilio"
A Lot Like You,2012,,Not Rated,80.0,"Drama, Documentary, Biography",Eliaichi Kimaro,
Karigar,2012,,,95.0,Drama,Anwar Shahadat,"Rani Sarkar, Rokeya Prachy, Jayanto Chattopadhyay"
Queen Elizabeth II - The Diamond Celebration,2012,,Not Rated,90.0,Biography,Alan Byron,"Gyles Brandreth, Tim Heald, Nicholas Owen, Robert Lacey"
Whatever Happened to Pete Blaggit?,2012,,,94.0,"Sci, Fi, Comedy",Mark Jeavons,"Rob Leetham, Gabrielle Amies, Adam Rickitt, Andy Pandini"
Restiamo umani: The Reading Movie,2012,,,,Drama,Luca Incorvaia,"Mohammad Bakri, Alberto Arce, Huwaida Arraf, Massimo Arrigoni"
Mr Cheval,2012,,,,"Short, Comedy",Mark D. Ferguson,"Elizabeth Baillie, Nichola Calderwood, Steven Patrick, Andy S. McEwan"
Nexus,2012,,,43.0,"Short, Drama, Mystery",Anders Helde,"Ulla Henningsen, Claus Flygare, Stig Hoffmeyer, Claus Bue"
ZombleBees,2012,,,4.0,"Short, Fantasy, Comedy",Kasia Kowalczyk,"Josh Deeter, Zach Sciranka, Tara Millette, Ella Lentini"
Brake,2012,38.0,R,92.0,Thriller,Gabe Torres,"Chyler Leigh, Tom Berenger, JR Bourne, Stephen Dorff"
Nr. 7,2012,,,87.0,"Family, Documentary, Biography",Michael Schindegger,
30 Beats,2012,20.0,R,88.0,"Romance, Comedy",Alexis Lloyd,"Jennifer Tilly, Condola Rashad, Justin Kirk, Jason Day"
Chick Magnets,2012,,PG,106.0,"Romance, Comedy",Brian Douros,"Dashiell Wolf, Josh Putnam, Tatum Langton, Heather Meacham"
Red Nose of Sorrow,2012,,,16.0,Short,Salazar Fernandez,"Nancy Fernandez, Patrick Leonard, Titouan Aquilina, Luna Aquilina"
The Man of Mystery 2012,2012,,,30.0,"Short, Drama",Rick Escamilla,"Natasha Brar, Derek Garza, Travis Butler, Kristin Bergstrom"
Sexpat,2012,,,27.0,"Short, Documentary",Archie Brooksbank,Daniel Anaya
Get the Gringo,2012,60.0,R,96.0,"Action, Drama, Crime",Adrian Grunberg,"Kevin Balmore, Mel Gibson, Daniel Giménez Cacho, Jesús Ochoa"
Shed Seven: 'What Goes on Tour...',2012,,,43.0,"Short, Documentary, Music",Kieran Stokes,"Paul Banks, Rick Witter, Shed Seven, Tom Gladwin"
Grimm's Snow White,2012,,PG-13,90.0,"Fantasy, Adventure",Rachel Lee Goldenberg,"Otto Jankovich, Jamie Thomas King, Eliza Bennett, Jane March"
Casa de mi Padre,2012,52.0,R,84.0,"Western, Comedy",Matt Piedmont,"Diego Luna, Will Ferrell, Gael García Bernal, Nick Offerman"
Korin: How an Adventure Comes to Life,2012,,,12.0,"Short, Documentary, Adventure",Paolo Martini,"Giuseppe Calandriello, Paolo Martini, Michele Bertilorenzi, Nicola De Paola"
Evidence,2012,,R,78.0,"Horror, Sci, Fi, Mystery",Howie Askins,"Ashley Bracken, Ryan McCoy, Toby Bryant, Brett Rosenberg"
Booked Out,2012,,,86.0,"Drama, Romance, Comedy",Bryan O'Neil,"Sylvia Syms, Rollo Weeks, Claire Garvey, Kathryn Kelly"
Volando Muerte,2012,,,54.0,Horror,Jentri Quinn Chancey,"Carly Bell, Mike Gatlin, Shad Chancey, Beaux Jackson"
Zone,2012,,,111.0,"Action, Sci, Fi",Esa Luttinen,"Esa Luttinen, Sami Sundman, Timo Piiri, Sami Tikkanen"
Krizan,2012,,,12.0,"Short, Sci, Fi",Randall Oliver,"Konnor Dickinson, James Blackburn, Dan Raney, Destiny Dickinson"
The Crumbles,2012,,Not Rated,75.0,"Drama, Music, Comedy",Akira Boch,"Teresa Michelle Lee, Seth Millwood, Jeff Torres, Katie Hipol"
The Skin I'm In,2012,,Not Rated,86.0,"Documentary, Biography, Adventure",Broderick Fox,"Rande Cook, Zulu Zulu, Broderick Fox"
Florbela,2012,,Not Rated,119.0,"Drama, Biography",Vicente Alves do Ó,"Ivo Canelas, Dalila Carmo, Albano Jerónimo, José Neves"
White Frog,2012,,Not Rated,93.0,"Drama, Romance",Quentin Lee,"Booboo Stewart, Joan Chen, Harry Shum Jr., BD Wong"
Stephen King's The Boogeyman,2012,,,17.0,"Short, Horror, Mystery",Tommy Golden,"Lexi Golden, ""Jim ORear"", Brianne Angarole, Don Day"
Barrio MMA Kid,2012,,,88.0,Action,Belinda Salazar,"Joe Camacho, Mike Beltran, Venise Baquerfo, Rafael Agustin"
The Dark Side of Frankenstein,2012,,,18.0,Short,Flavio Sciolè,"Frankenstein Sciolè, Ella Dei Santi"
The Ghastly Love of Johnny X,2012,,Not Rated,106.0,"Musical, Fantasy, Comedy",Paul Bunnell,"Creed Bratton, Reggie Bannister, Will Keenan, De Anna Joy Brooks"
Rapid Reaction Corps,2012,,,91.0,"Action, Comedy",Stanislav Donchev,"Ivelin Naydenov, Diana Lyubenova, Vasko Mavrikov, Evgeni Budinov"
The Near Departed,2012,,,10.0,"Short, Drama, Crime",Alexander Raye Pimentel,"Anastasia Charalambous, Chad Figurido, David Fichtenmayer"
What Stays the Same,2012,,,8.0,"Short, Adventure",Kyle Romanek,"Johnny Lapole, Shannon Yeatman, Dallas White, Brandon Buhr"
Side by Side,2012,82.0,Not Rated,99.0,Documentary,Christopher Kenneally,"Dion Beebe, Derek Ambrosi, Andrzej Bartkowiak, Michael Ballhaus"
Shiver,2012,,Not Rated,91.0,"Horror, Thriller",Julian Richards,"John Jarratt, Rae Dawn Chong, Casper Van Dien, Danielle Harris"
 It's Not You. It's Bree.,2012,,,,Comedy,Shane Dunlop,"Anita Clements, Pablo Calero, Peter Cassidy, Nick Barker-Pendree"
Beneath the White City Lights,2012,,,27.0,"Short, Documentary, Biography",Chris Olsen,"Ann Reinking, Jeremy Blair, Melissa Thodos, Mollie Mock"
Offeret,2012,,,35.0,"Short, Drama, Mystery",Christian Thomas Roaas,"Pål Fredrik Gundersen, Helene Eggen, Tor Itai Keilen, Christian Thomas Roaas"
1313: Cougar Cult,2012,,Not Rated,73.0,Horror,David DeCoteau,"Linnea Quigley, Brinke Stevens, Jack Kubacki, Michelle Bauer"
The Stopwatch Gang,2012,,,,"Documentary, Crime",Karin Rownd Kwiatkowski,"Blaine D. McIlwaine, Robert Kittredge, Richard Hubbell, Stephen Chenoweth"
Ninjas Busters,2012,,,3.0,"Action, Short",Chris Braibant,
Sharon Love & Pain,2012,,Not Rated,116.0,"Drama, Romance",Marq Lewis,"April Wind, Whitney Davis, Shadow King, Kathryn Gonshak"
Pasirinkti Tave,2012,,,21.0,"Short, Drama",Giedre Stankeviciute,"Birute Vaiciulyte, William Gordon, Akvile Stankeviciute, Viktorija Gordon"
Pursuit the Movie,2012,,,68.0,"Sci, Fi",Joseph Chopin,"Nate Borowski, Jacob Borowski, ""Katharin Ladie K Mraz"", Mennell Alkhawaja"
ATM,2012,34.0,R,90.0,"Horror, Thriller",David Brooks,"""Mike OBrian"", Alice Eve, Brian Geraghty, Josh Peck"
Romance @ C.P. Coaching,2012,,,20.0,"Short, Comedy",Piyush Srivastav,"Divy Maru, K.K. Pant, Garvit Maheshwari, Riddhi Gehlot"
The Skinny,2012,,TV-MA,103.0,"Drama, Romance, Comedy",Patrik-Ian Polk,"Jussie Smollett, Anthony Burrell, Shanika Warren-Markland, Blake Young-Fountain"
Grey Matter,2012,,,16.0,"Short, Drama, Horror",James B. Cox,"Tyler Chase, Rob Patterson, Cristina Balmores, Allan Trautman"
I Know Why You're Single: Vol. 1,2012,,PG-13,27.0,"Short, Comedy",Andrew Skinner Jr.,"Ben Agyepong, John Bond Jr., Rica Battle, Wendell Hall"
Mute,2012,,,12.0,"Short, Drama, Crime",Jacqueline Wright,"Hugh Ross, Michael Legge, Patrick Ryecart"
Prizrak iz Khovrino,2012,,,80.0,"Horror, Mystery, Thriller",Kirill Khrestinin,"Anton Demkin, Vagit Ismoilov, Anastasiya Buzunova, Natalya Danilina"
The Darkness Is Close Behind,2012,,,19.0,"Short, Drama",Sheena McCann,"Neil Sandilands, Samuel Hunt, Maika Monroe, Kai Caster"
Ambrosia,2012,,Not Rated,79.0,Drama,Baharak Saeid Monir,"Sahar Biniaz, Pauline Egan, Camyar Chai, Heather Doerksen"
Zing,2012,,,16.0,"Short, Documentary",Flavio G. García,
Best Laid Plans,2012,,Not Rated,108.0,Drama,David Blair,"""David OHara"", Stephen Graham, Adewale Akinnuoye-Agbaje, Lee Ingleby"
The Girl from the Naked Eye,2012,40.0,R,84.0,"Action, Crime, Mystery",David Ren,"Dominique Swain, Samantha Streets, Ron Yuan, Jason Yee"
The Evidence,2012,,,35.0,"Short, Drama, Thriller",Chang-min River Hyun,"Oth Khotsimeuang, Peter Kang, Jimmy T. Cappels, Ed Moy"
Sexually Deranged,2012,,,75.0,"Horror, Thriller",Oliver Hunt,"Lily St. Claire, Peter Gruber, Penny Nichols, Alison Quick"
1313: Bigfoot Island,2012,,Not Rated,76.0,Horror,David DeCoteau,"Adam Ballantyne, Kathryn Collins, Steven Love, Alex Fox"
The Unspoken,2012,,,6.0,"Short, Drama, Romance",D.L. Watson,"Nick Pemble, Erika Antonsen"
The Thing About My Brother,2012,,,28.0,"Short, Comedy",Jonathan Miles DeRosa,"Robert Dough, Millie Wannamaker, Matthew Warzel, Misty Hall"
A Good Hindu,2012,,,9.0,"Short, Documentary",Kiley Vorndran,
The Sleeper,2012,,Not Rated,90.0,"Horror, Thriller",Justin Russell,"Elizabeth Lane, Ray Goodwin, Jason Jay Crabtree, Brittany Belland"
The Samaritan,2012,37.0,R,90.0,"Action, Drama, Crime",David Weaver,"A.C. Peterson, Samuel L. Jackson, Luke Kirby, Ruth Negga"
Pretty Little Things,2012,,,100.0,Drama,Alex Di Marco,"Nathan Hollabaugh, Julia Best Warner, Mike Reeping, Theo Mahony"
Paranormal Adoption,2012,,Not Rated,80.0,"Horror, Drama, Mystery",Carl Watts,"Marina Lyon, William Morse, Billy Badd, Piper Watts"
Joffrey: Mavericks of American Dance,2012,,Not Rated,82.0,"Documentary, Biography, History",Bob Hercules,"Charthel Arthur, Dermot Burke, Gerald Arpino, Sasha Anawalt"
Black & White & Sex,2012,,Not Rated,92.0,Drama,John Winter,"Katherine Hicks, Roxane Wilson, Anya Beyersdorf, Valerie Bader"
Silver Case,2012,,Unrated,87.0,"Action, Adventure, Comedy",Christian Filippella,"Brian Keith Gamble, Eric Roberts, Chris Facey, Claire Falconer"
Seeking Nirvana,2012,,Not Rated,,Drama,Billy Tooma,"Danny Boushebel, Alexandra Petrova-Emisti, Cathy Loch, Karlo Tooma"
Room 237,2012,80.0,Not Rated,102.0,Documentary,Rodney Ascher,"Bill Blakemore, John Fell Ryan, Juli Kearns, Geoffrey Cocks"
It's Easier Than You Think,2012,,,,"Short, Comedy",Elli Raynai,"Peter W. Jorgensen, Carly Tisdall, Mandy May Cheetham"
My Brother the Devil,2012,71.0,Not Rated,111.0,"Drama, Crime, Romance",Sally El Hosaini,"Elarica Johnson, Fady Elsayed, Saïd Taghmaoui, James Krishna Floyd"
Liberal Arts,2012,55.0,PG-13,97.0,"Drama, Romance, Comedy",Josh Radnor,"Elizabeth Reaser, Elizabeth Olsen, Zac Efron, Josh Radnor"
Safety Not Guaranteed,2012,72.0,R,86.0,"Drama, Romance, Comedy",Colin Trevorrow,"Karan Soni, Jake Johnson, Mark Duplass, Aubrey Plaza"
Detropia,2012,68.0,Not Rated,90.0,Documentary,Heidi Ewing,"Michael Wanko, Noah Stewart, Rachele Gilmnore, Michigan Opera Theatre Orchestra"
My Best Day,2012,,Not Rated,76.0,Comedy,Erin Greenwell,"Ashlie Atkinson, Jo Armeniox, Rachel Style, Robert Salerno"
The Myth of Eligos,2012,,,89.0,Fantasy,Moritz Kosa,"Daniel Eckerstorfer, Clara Peters, Manuel Prammer, Sophie Weilandt"
Beasts of the Southern Wild,2012,86.0,PG-13,93.0,"Drama, Fantasy, Adventure",Benh Zeitlin,"Lowell Landes, Quvenzhané Wallis, Levy Easterly, Dwight Henry"
Static,2012,,,4.0,Short,Sophie Kenny,"Faye Allen, Charlotte Grainger"
Mark Lombardi - Kunst und Konspiration,2012,,,84.0,"Crime, Documentary, Biography",Mareike Wegener,"Donald Lombardi, James Harithas, Robert Hobbs, Joe Amrhein"
Into the Dark,2012,,,85.0,Drama,Thomas Wangsmo,"Laila Goody, Ellen Dorrit Petersen, Fridtjov Såheim, Thorbjørn Harr"
Cul de sac,2012,,,,"Short, Drama",Gebriel Deneke,"Araya Mengesha, Jessica Reynolds, Shomari Downer, Mercedes Papalia"
The Humanity Code,2012,,,26.0,"Short, Sci, Fi",Tim Beaufoy,"Kelsey Czapiewski, Roger Wayne, Lindsay Yach, Santino Craven"
Conrad Talks Hollywood,2012,,Not Rated,38.0,"Short, Documentary",Scott Shaw,Conrad Brooks
Upside Down,2012,,,81.0,Drama,Ajay Singh,"Siddhant Barve, Parth Bhalerao, Aartis Athavle, Omkar Bhintade"
Normalno zivljenje,2012,,,86.0,"Drama, Adventure, Comedy",Dimitar Anakiev,"Primoz Ekart, Irfan Besirevic, Iva Babic, Walter Dragosavljevic-Rutar"
Vengeance - Retaliation,2012,,,,"Action, Short",Stijn Heirstrate,"Milo Cosemans, Wouter Van Dyck, Laurens Vanlandschoote, Stijn Heirstrate"
So It Was with Us,2012,,,68.0,"Drama, Mystery",Colin West,"Corbin Jones, Krystle Merrow, Allison Leonard, Daniel Katz"
Back,2012,,,20.0,"Short, Sci, Fi",Paul Jaeger,"Jérôme Thibault, Frédéric Lataste, Tristan Robin"
Stremt 89,2012,,,14.0,"Short, Documentary, Comedy",Dragos Dulea,"Ionica Avram, Liviu Puscas, Loli Puscas, Horia Puscas"
Dulce Vida (Sweet Life),2012,,,12.0,"Short, Drama, Comedy",Jerry Cashman,"Vanessa Ore, Samantha Holtz, Michael Lee Denny, Abraham Duenas"
Dark of Moon,2012,,,,"Romance, Comedy",Taliesin Govannon,"Kelly Rogers, Angelia DeLuca, Roger Conners, D.J. Remark"
Delusions of Grandeur,2012,,,95.0,Drama,Iris Almaraz,"Salvador Benavides, Rafael O. Calderón, Ronnie Alvarez, Leana Chavez"
Bringing It All Together,2011,,,30.0,Comedy,Carnell Grayson,"Gena West, Dionte Dixon, Matt Towson, Anthony Phoenix"
Andrew White Jr. II,2011,,,13.0,"Short, Drama, Sci, Fi",Diane Gonzalez,"Isabelle Furman, Marius Ian Y. Horstick, Victoria Guthrie, Eli Furman"
Yoshiko,2011,,,5.0,Short,Tetsuya Miyashiro,"Katsuya Yamauchi, Chie Matsubara"
The Americans,2011,,,45.0,Drama,Noel Costill,"Thom Booton, Jerome Teague, Michelle Rice, Thomas Chi"
Letter Tape,2011,,,9.0,"Short, Documentary, Animation",Rowena Crowe,
Il nuovo accade,2011,,,25.0,"Short, Documentary",Giacomo Cesari,"Gareth Brown, Leo Di Angilla, Jovanotti, Saturnino Celani"
Secret Beach Party,2011,,,34.0,Short,Belinda M. Wilson,"Chasen Charles, Jasmine Allen, Terrell Gordon, Isaiah Showell"
Hollywood Zombies,2011,,,15.0,"Short, Fantasy, Comedy",Matthew G. Thompson,"Brianna June Tillo, J. Center, Gabriel Caste, Dominic DeAngelo"
Il nostro ultimo brindisi,2011,,PG-13,21.0,"Short, Drama, Thriller",Giacomo Gabrielli,"Alberto Daniele Troiano, Monica Mariotti, Marco Iannone, Elisa Carucci"
Manés: Manés of the Universe,2011,,,18.0,"Short, Music, Comedy",Marc Stiegele,"Marc Stiegele, Tino-Boy, Bahony, Dominik Zahorka"
Jenny,2011,,,12.0,"Short, Drama",Maggie Farley,"Brian Anthony Wilson, Rob Castellucci, Sean Close, Katherine Catanakis"
Cloud of the Rising Sun,2011,,,30.0,"Short, Documentary, Biography",Santiago García de Leániz,"Jorge Fin, Pepe Jimenez, Santiago García de Leániz"
The Painter,2011,,,19.0,"Short, Drama, Mystery",Sabine Kamphuis,"Sandy Volckaert, Henk Kalfsterman, Dilian Acuña, Gregory Piretti"
Perspective,2011,,,8.0,"Short, Sci, Fi",Mehmet Can Kocak,"Mehmet Can Kocak, Nazim Cinar, Ilhan Sen"
Rift,2011,,Not Rated,5.0,"Short, Drama",Beau Johnson,"Wren Weichman, ""Micah OKeiley"", Arthur Shiffer, Beau Johnson"
Day in the Life of Doe,2011,,Not Rated,75.0,Horror,Sean W. Adair,"Sharon Jordan, David Ghilardi, Maya Tremblay, Chris Moss"
Kill Shot: Lou,2011,,,7.0,"Short, Drama, Crime",Nicholas J. Michalak,"Stevan Vujic, Thom McCloud"
"Vittorio, Capitan Pistone... e tutti gli altri",2011,,,55.0,"Drama, Documentary, Biography",Mara Consoli,"Mara Consoli, Vittorio Consoli"
Louise and her Lover,2011,,Unrated,72.0,"Romance, Crime, Thriller",Ryan Balas,"Morgan Powell, Dee Herlihy, Julia Porter Howe, Richard Buonagurio"
Forever After,2011,,,10.0,"Short, Drama, Sci, Fi",Vitaly Verlov,"Nina Golovach, Mike Mironenko, Olga Salem, Yaroslav Stroganov"
Numb,2011,,,6.0,"Short, Drama",Mattia Gariglio,"Carmela Vituzzi, Claudio Filardi, Ernesto Gariglio"
Eyewitness Gaza,2011,,,50.0,"Documentary, News, History",Tom Jackson,
The Wife Sitter,2011,,,43.0,Short,Sébastien Leroy,"Michèle Morel, Guillaume Truchet, Céline Iannucci, Bruno Munda"
Jimmy and Gret Don't Do Sex,2011,,,83.0,"Romance, Comedy",Gretel Killeen,"Robbie McGregor, Gretel Killeen, Heather Christie, Deni Hines"
Shorty & Morty,2011,,,13.0,"Short, Drama, Comedy",Dave Edison,"Catherine Carlen, Eva-Marie Fredric, Ralph Guzzo, Dana Michael Woods"
Art Recession,2011,,Not Rated,59.0,"Documentary, News",Ming Lai,"Denise Gray, Gary Baseman, Gary Blackwell, Michelle Borok"
187: The McKenna Murders,2011,,,16.0,"Short, Horror, Crime",Nicole Warner,"Kiki Warren, Amber Borycki, Steve Braun, Derek Mears"
Mute,2011,,,16.0,"Short, Drama, Mystery",Javier Melendez,"Donna Rogalski, Jesse Kamien, Richard Moriarty, Cheryl McMahon"
My Little Friend,2011,,Not Rated,73.0,"Drama, Comedy",Dee Herlihy,"Jessica Pierson, Dee Herlihy, Ryan Balas, Alex Herlihy"
The One,2011,,,11.0,"Short, Adventure, Comedy",Dan Rickmers,"Andy Heriaud, Sarah Jun, Patrick Harvey, Ashley Ford"
Sick of Larry,2011,,,91.0,"Mystery, Comedy, Thriller",Scott R. Thompson,"Kim Grimaldi, Andrea Cunningham, Gretchen Skellenger, Kiera Morrill"
20 Year Old Virgins,2011,,Not Rated,97.0,Comedy,Jordan F. Ghanma,"Dylan Couto, Sam Cantergiani, Ramez Alkhoury, Alex Farhat"
The Family Down the Lane,2011,,,23.0,"Short, Drama, Horror",Francis von Zerneck,"Brian Mullany, Maggy Rogow, Kathie Bostian, Aimee Graham"
Blood Jungle ...or Eviva il Coltello!,2011,,,93.0,"Fantasy, Adventure, Comedy",Thomas Nöla,"Jim Ether, Dave DiLillo, David Ewing, Thomas Nöla"
Nightwolf,2011,,,67.0,Action,Giovanni Ficetola,"Giovanni De Giorgi, Luisa Gallia, Davide Fumagalli, Daniele Balconi"
"Merry Christmas, Eve",2011,,,37.0,"Short, Drama, Comedy",Alyssa Codamon,"Kristin Villanueva, Pamela Fila, Kaitlin Stewart, Josh Hemphill"
Wops the Movie,2011,,,88.0,"Crime, Comedy",Tek Doko,"Tek Doko, Joshua Winch, Dameon Ellis, James George"
We Met Online,2011,,,12.0,"Short, Romance, Comedy",Yingqian Wang,"Derek Gaspar, Aaron Rustebakke, McKenzie Chinn, Lauren Pizzi"
Southbound Heist,2011,,Not Rated,100.0,Comedy,Johnny Soto,"Jeff Garner, Steven Crowley, Ciena Rae, James Medeiros"
Fresh Starts 4 Stale People,2011,,,76.0,"Adventure, Comedy",Robert Malone,"Bruce Bundy, David Ferino, Zander Eckhouse, Robert Hammond"
Biladi,2011,,,6.0,"Family, Short, Drama",Tamara Shogaolu,"Mara Hall, Angel Garcia, Antonio Badrani, Michael Gonzales"
Below the Line,2011,,,73.0,Comedy,John Larkin,"Michael Goldstein, John Larkin, Catherine Larkin, Connor Hassler"
"That Feeling, You Can Only Say What It Is in French",2011,,,14.0,"Short, Drama, Fantasy",Nathan Gathergood,"Lucy Adams, Kari Frette, Richard Jones, Jane Glennie"
LightSpeed,2011,,,78.0,Drama,Lord Kayson,"Eugenia Bronkitas, Nay Black, Fermina Bruno, Paul Blake"
Outtake Reel,2011,,,75.0,"Horror, Thriller",Jeffry Chaffin,"Scott Feinblatt, Tiffany Shepis, Lloyd Kaufman, Ava Knighten Santana"
Kings of Bushwick,2011,,,24.0,"Short, Drama, Crime",Angelo Lopez,"D.K. Bowser, Denia Brache, Brittany Cascone, Moisés Acevedo"
Taken,2011,,,10.0,"Short, Thriller",Giles Alderson,"Flora Spencer-Longhurst, Daniel Schutzmann, Dan Richardson"
Princess,2011,,,89.0,Drama,Shane Rodgers,"Shane Rodgers, Natalie Gallegos, Sasha Flamm, Christopher Behrens"
The Things They Left Behind,2011,,,44.0,"Short, Drama, Fantasy",Pablo Macho Maysonet IV,"Caitlyn Fletcher, Bryan Cheeseman, Chris Gonzalez, Jamie Camarota"
368,2011,,,5.0,"Short, Drama, Romance",Dakota Miller,"Emily Monrad, Jacob Aaron Cullum"
Selling Knives to Jesus,2011,,,15.0,"Short, Comedy",Dannie Snyder,"Joshua Paul McCreary, Danny Issa, Jack Miggins"
Low Fidelity,2011,,Not Rated,99.0,Drama,Devon Gummersall,"Meredith Monroe, Gale Harold, Lauren Stamile, Ed Quinn"
Becoming the Wolf: A Fighters Journey,2011,,,29.0,"Short, Documentary",Zach Everman,"Chad Burgmier, Jason Chambers, ""Russ OConnell"", ""Roy The Wolf Jones"""
Tannoura Maxi,2011,,,95.0,"Drama, Romance",Joe Bou Eid,"Chady Tineh, Diamand Bou Abboud, Carol Abboud, Joy Karam"
